,ID,OwnerID,Date,Text
13,115050,-58804998,1608296879,"Всем привет\nУ кого есть конспекты лекций Арбузова М.О (3 Курс , Детали Машин)?\nАнон"
14,115040,-58804998,1608134821,Сколько долгов могут дать перенести на следующий семестр ? Анон
15,115032,-58804998,1608109521,"3 общага, можете забирать , стоит на 12 этаже"
16,115027,-58804998,1608099156,"Всем здравствуйте.\nЭкономисты, расскажите пожалуйста, как проходит  защита  курсовых у Карплюк Ю.А. (бухгалтерский учёт и анализ)🙏"
17,115017,-58804998,1608066001,Как проходит экзамен по метрологии у Липатовой ?
18,115016,-58804998,1608065100,Как проходит защита курсовой у Соболева А.Н. ? анон
19,115015,-58804998,1608064200,Есть ли какая-нибудь методичка для выполнения планетарного редуктора ( курсовая по ТММ ) Анон
20,115014,-58804998,1608063389,Есть ли какая-нибудь методичка для выполнения планетарного редуктора(ТММ)?
21,115013,-58804998,1608063300,Кто-нибудь знает старост МДБ-20-05 и МДБ-20-09? Буду очень благодарна за ссылочки
22,115012,-58804998,1608062403,"Не знаете, сохраняется ли в ЭОС доступ к пройденному материалу по окончании курса?"
23,115005,-58804998,1608057157,"приветик, у кого какие планы на новый год? 3 общежитие кто остаётся, мб придумаем что-нибудь ☺️✨"
24,114996,-58804998,1608008306,Серьезные ли последствия будут из-за несдачи курсовой в зачётную неделю? Это будет считаться обычным долгом как пропущенный зачёт или не закрытый модуль?
25,114993,-58804998,1607974561,"В общаге номер 3 был утерян паспорт на имя Ибрагимова Хусейна в черной обложке, просьба, кто мог видеть, сообщите"
26,114987,-58804998,1607858750,Как проходит педагогическая практика у аспирантов? \nМного ли занятий нужно провести?
27,114976,-58804998,1607714050,"Что будет, если не сдать вовремя курсовую(кроме слета с степухи), сколько времени дают на досдачу ?"
28,114972,-58804998,1607681821,"Это нормально, что в 3 общаге интернет уже более 15 часов не работает?? Актуально на 8 утра\nАнон"
29,114969,-58804998,1607573735,Где найти образец заявления на перезачтение дисциплины на имя ректора? Может кто кинуть?
30,114952,-58804998,1607406251,Кто шарит (немного хотя бы) в visual studio на маке? Отзовитесь плиз\nАнон;)
31,114946,-58804998,1607353361,"Добрый день.\nМожет кто поделиться лекциями и семинарами Карловой Т.В.(4 курс УК)?\nНе хватает нескольких тем для целостности конспектов((((((((((((((\nНапишите, пожалуйста, в лс🙏🏻\nНе анонимно"
32,114945,-58804998,1607353357,как на дисте принимает петросян? кидает спасательный круг тем у кого нет 25?
33,114937,-58804998,1607155521,Ребята автоматизация 3 курс отзовитесь.
34,114936,-58804998,1607155517,На охране 3-й общаги
35,114928,-58804998,1607115886,Как Феофанов А.Н принимает экзамен на дистанте?
36,114917,-58804998,1607105986,У кого-нибудь осталась тетрадь по начерту с 1 курса ? Можете помочь
37,114916,-58804998,1607105967,как принимает Бекмурзаев В.А. (теория систем)?
38,114912,-58804998,1607091691,Староста ИДБ-19-02\nОтпишись в комментариях плз\nМеня кажется к вам определили
39,114908,-58804998,1607009514,Срочно отдаю конспекты за 3-4курс техносферки.\nПишите в лс.
40,114889,-58804998,1606881537,"Может кто-нибудь с прошлых курсов скинуть свою курсовую по ТММ за 1-ый семестр 2-ого курса, просто, чтобы понимать масштаб работы."
41,114877,-58804998,1606588495,Что будет если не сдал один зачёт во втором семестре? Отправят ли в академ или всё норм будет?
42,114874,-58804998,1606556712,"Кто забыл телефон во 2 общаге на 4 этаже, твой телефон на охране\nАнон"
43,114863,-58804998,1606499762,В программе для лабораторных по сопромату бесконечный банк задач ? Очень редко попадаются одинаковые. Анон
44,114849,-58804998,1606332812,а как рефераты проверяет куткин вс?
45,114848,-58804998,1606332809,"Какие сроки сдачи 2-ого модуля, до какого числа?"
46,114840,-58804998,1606305451,"Пацаны ,Как торт ? Который Счастливцевой был предназначен,  вкусный?)"
47,114832,-58804998,1606202508,"Староста группы ИДБ-19-01\n(09.03.01 19ого года поступления,вроде так группа называется)\nОтпишись в комментариях плиз\nЯ ваш будущий одногруппник\nЕсть куча вопросов касательно того,чем вы на парах занимаетесь))0))"
48,114824,-58804998,1606150184,Анонимно. Сколько лет длится иностранный язык в качестве обязательного предмета?
49,114822,-58804998,1606081743,"Мельник Елизавета отзовись, очень срочно!\n\nАдмин, анонимно."
50,114811,-58804998,1605992520,"Отзовитесь кто-нибудь, кто переводился сюда из бауманки или другого вуза и может ответить на пару вопросов об этом"
51,114805,-58804998,1605984106,"Может кто-то скинуть методичку по сопромату №537 \""Расчет на прочность и жесткость при изгибе\""?"
52,114795,-58804998,1605877426,Привет. Работает ли деканат на следующей неделе для того чтобы взять допуск на пересдачу?
53,114791,-58804998,1605857368,"Анонимно. Правда ли, что на направлении 09.03.03, после 1 семестра, 1 курса уберут начертательную геометрию?"
54,114784,-58804998,1605729268,"Дорогие товарищи по несчастью, кто дистанционно писал заявление о выезде из общаги. Скиньте пожалуйста образец. ♥️Анон"
55,114777,-58804998,1605719769,"Радиокудесники-братья-станкиновцы, есть у кого 5 лампочек вот таких?\nМожет подскажете, где купить?"
56,114758,-58804998,1605634176,"Вопросы\nХочу в станочек перевестись на 09.03.01\/02\n\nКак тут вообще учится?\nКакой шанс сдохнуть?\nИ вообще,чем вы тут занимаетесь?"
57,114751,-58804998,1605619582,"Анон.\nДайте лайфхак как оплатить интернет в общаге, если нет пароля к личному кабинету и восстановить не получится (знаю только номер телефона). Договора на руках нет. По сути мне же на счёт просто деняк кинуть надо. На сайте требует вход в ЛК :("
58,114750,-58804998,1605619569,Анонимно. При переходе с бакалавриата СТАНКИНА на магистратуру СТАНКИНА сдавать вступительные какие то нужно?
59,114749,-58804998,1605619564,"Анонимно. Можно ли для аспирантуры попросить 2 общагу? Или обязательно нужно жить в 3? Просто знаю что тут есть такие, кто живут."
60,114731,-58804998,1605439532,"Анонимно. Как часто в течение года могло меняться расписание (в обычной жизни, до ковида)?"
61,114730,-58804998,1605439497,"Здравствуйте, У меня друг заказал через почту распечатанная расписание с печатью от деканата,Потому что хочет устроиться на работу)деканат сказал что можно зайти в понедельник забрать)\nСам друг зайти не сможет , Потому что его пропуск заблокирован. Помогите пожалуйста, кого можно попросить зайти взять это расписание из деканата,у Универа он заберёт?"
62,114722,-58804998,1605385558,"Добрый день всем. Вот на днях расписание занятий в новом стиле оформил, старое тяжело воспринимается. Кому нравится — пишите, могу сделать для вашего потока.\nP.S. Название дисциплин выдумано и никого не оскорбляет."
63,114709,-58804998,1605283613,почему во второй общаге вода белого цвета?
64,114708,-58804998,1605283609,"насколько часто Филатов В.В. (элтех, 3 семестр) отправляет на пересдачу? что требует на тройку?"
65,114701,-58804998,1605184364,"Подскажите, пожалуйста, куда бухгалтерия переехала? Где она сейчас?)) \nСпасибо!\nАнон!"
66,114691,-58804998,1605125607,"Подскажите, пожалуйста, как получить справку  для военкомата «приложение 2» о оом, что являюсь учащимся. \nКогда-то давно брал вроде бы в бумажном виде. \nВ сертябре пришёл в этот отдел на 6 этаже, сказали, что не выдают в бумажном, а отправляют по почте в военкомат. \nЗвонят из военкомата, просят явиться и мол им нужна справка в бумажном виде. \nАнон."
67,114690,-58804998,1605125596,Сложно ли сдать чертежи по курсовой работе Арбузову М.О.?Заранее спасибо.Анон.
68,114689,-58804998,1605125584,"3 общага. Ребят, есть у кого-нибудь зарядка на xiaomi mi band 3?\nСрочно нужна\nБуду рад, если кто-то одолжит на пару часов"
69,114637,-58804998,1604738012,Привет. Если у кого методички по элтеху для выполнения домашнего задания 2курс 1 семестр?
70,114629,-58804998,1604695186,"Всем привет) училась в станке 5 лет назад, ушла, скажите, я смогу забрать документы одним днем? Приехать, обойти всех, кого надо, и забрать доки? Или это более долгая процедура? И ещё. По телефону мне сказали, что надо учебники принести, зачетки и так далее, у меня осталась только зачётка, сказали, что в библиотеке можно будет как то договориться?! Типо штраф?) короче, кто этим занимался, расскажите, как это происходит и вообще в какой хоть кабинет и корпус идти. Мне вообще толком информацию не дали. Всем добра)"
71,114621,-58804998,1604647399,"Сколько раз можно пересдавать экзамен за прошлый семестр, в частности информатику."
72,114603,-58804998,1604605777,"Общежитие № 3 кишит ковидом и клопами. Благо на клопов уже никому нет дела, потому что все отвлеклись на ковид. Если кто то заболел, этаж тупо закрывают на карантин. За 2 недели ни один врач на посетил, не взяли анализы. У кого есть симптомы не отделили от здоровых людей. Сказав что в изоляторе нет места. Не знаем что и делать в такой ситуации. Очень грустно что на иностранных студентов никому нет дела. Закрыли как животных в клетке, лиж бы рот не открывали.\nАнон."
73,114598,-58804998,1604597087,Как принимает экзамен Евдокимов С.А. (алгоритмы и структуры данных)?
74,114594,-58804998,1604577628,"Потерялась рейсшина (30 см) в тёмно-зеленой коробке при заселении в общагу №2, если кто найдёт можете передать охраннику, пожааалуйста 👉🏻👈🏻"
75,114591,-58804998,1604569849,КТО ПОТЕРЯЛ ДЕНЕЖКУ НА ВТОРОМ ЭТАЖЕ СТАРОГО КОРПУСА(рядом с доской почёта) ПОДОЙДИТЕ НА ОХРАНУ (тоже старый корпус) И СКАЖИТЕ СУММУ
76,114582,-58804998,1604348364,"Как можно найти Французову Валентину Винорьевну, возможно есть она где в соц.сетях или номер в открытом доступе?"
77,114581,-58804998,1604290991,8 ОБЩАГА!!!\nищу переходники vga в dvi-d или vga в displayport \n \nв обмен могу отдать vga в hdmi и vga в dvi-i
78,114575,-58804998,1604055396,это теперь в масках по общаге ходить или как?
79,114572,-58804998,1603961844,"Отпишитесь, пожалуйста, кто поступил на магистратуру техносферной безопасности"
80,114560,-58804998,1603831590,"Есть какие-нибудь слухи по поводу полного дистанта для 3, 4 курса?"
81,114548,-58804998,1603806865,"Есть какие-нибудь слухи насчет продления дистанта? А то билеты на субботу, переносить или нет?\n\nанонимно"
82,114545,-58804998,1603796828,
83,"[{""id"":166","-143144642,""from_id"":-143144642",1603735207,"29 октября в МГТУ \""СТАНКИН\"" состоятся открытые соревнования по волейболу 🏐\n\nУчастие может принять любой желающий со своей командой или в составе собранной на месте команды.\nПо возникающим вопросам и для уточнения более детальной информации обращаться к  [id101119817|Даше]\n 📅 Дата: 29.10.2020 \n ⏰ Время : 18:00\n 📍 Место: спортивный зал МГТУ \""СТАНКИН\"""
84,114522,-58804998,1603721557,На какой специальности легче всего учиться ?
85,114521,-58804998,1603721553,"Всем привет.\nНужна справка о состоянии здоровья для секции. Как прикрепиться к поликлинике здесь, если есть страховой полис, но он не московский? \nАнон"
86,114516,-58804998,1603627264,"Представители этих групп напишите в ПМ пожалуйста. А то Илюхин вам отправил мой дискорд, а вы пока со мной не связались. Не анон"
87,114481,-58804998,1603488830,А стиральные машинки в общаге 8 работают? и сколько стоят?
88,114476,-58804998,1603483240,Работает ли очно управление кадров студентов? нужно справку об обучении получить.\nАнтон.
89,114463,-58804998,1603477029,Кто может объяснить ИнжГраф?
90,114446,-58804998,1603383296,"Заберите банки, хоть одну. \n8 общага, писать в лс"
91,114440,-58804998,1603363992,"Тут есть кто-нибудь с Чечни и Ингушетии? Если да, то отпишитесь в комментах, пжлст"
92,114431,-58804998,1603282559,Всем привет\nТут есть какая-нибудь группа бибойс и бигерлс? Мне хотелось бы узнать где вы трените
93,114423,-58804998,1603208103,Как можно связаться с преподавателем по английскому Власюк Натальей Николаевной? Есть у кого-нибудь контакты ее?
94,114422,-58804998,1603208098,можно ли заказать справку для военкомата дистанционно?
95,114417,-58804998,1603173158,"3 общага срочно нужны весы напольные, ни у кого нет?"
96,114410,-58804998,1603100901,Насколько тяжело сдать экзамен у Гончаровой по инженерной графике?
97,114403,-58804998,1603087706,Когда заканчивается первый модуль?
98,114380,-58804998,1602955370,"Добрый день\nПланирую поступать на \""Информатику и вычислительную технику\"" или \""прикладную информатику\"". Кто учится на этих специальностях: Вы довольны уровнем преподавания и получаемых навыков по программированию? Какие языки изучаете? Не сложно найти работу разработчиком приложений или игр после окончания университета?\nЗаранее спасибо."
99,114379,-58804998,1602955354,"Управление качеством 1 курс, отзовитесь пожалуйста 🙏🏻 \nОнон плиз. Админ благодарю"
100,114378,-58804998,1602955283,Есть ли среди жителей 3 общаги вегетарианцы или люди сильно увлекающиеся ЗОЖ. Отдам пакет акары  (типо диетическая замена мяса) бесплатно\n просто жалко выкидывать
0,114377,-58804998,1602955259,"Странный, конечно, вопрос, но есть ли в Станкине что-то наподобие группы по альпинизму?"
1,114365,-58804998,1602858695,"День добрый. Подскажите почту бухгалтерии. Нужно получить справку о получении стипендии за последние 3 месяца. Спасибо, антон."
2,114364,-58804998,1602858683,"Вопрос 🤔\nНа первом курсе получил отсрочку от армии, сейчас на втором - нужно ли заносить в военкомат снова справку или институт сам передаст всю нужную информацию? И если все таки самому нужно приносить, то ждать повестку или лучше сразу отнести справку?\nАнон"
3,114353,-58804998,1602791792,"Дратуте, кто в 3 общаге сможет обесцветить + покрасить? Копейку подкину =)"
4,114352,-58804998,1602791786,Как получить доступ к biblioclub.ru?
5,114351,-58804998,1602791782,У кого-нибудь есть wd-40 или моторное масло \n2 общага
6,114350,-58804998,1602791778,всем привет. С понедельника 1-2 курсы обратно на очку? или информации еще нет?\nанон
7,114344,-58804998,1602743115,"Анонимно. Ребят, у кого вёл Борисов материалы, можете сказать, он валит на сессиях или как?"
8,114341,-58804998,1602701975,"Народ, такой вопрос к тем, кто сталкивался или просто шарит. Если ты сдавал зачет без допуска, так как не было возможности взять его ко времени сдачи (по причине нынешнего положения дел в деканате), сдал зачет и преподаватель передал сведения в деканат об этом, то допуск нужно брать на а) ТОТ ДЕНЬ, когда ты сдавал зачет (я не знаю возможно ли это) или на б) ДЕНЬ, когда следующая сдача зачета, чтобы просто придти и подписать? От этого кое-что зависит, а я не очень понимаю эту систему. Заранее спасибо за ответы."
9,114325,-58804998,1602622382,"Ребята, где можно узнать полное расписание всех экзаменов, сессий и тп. Короче всех зачетов. Какие предметы, когда вот такая информация. Староста отпадает."
10,114321,-58804998,1602594742,Как принимает экзамен Волкова ОР?
11,114320,-58804998,1602594739,"Чья volkswagen jetta стоит около 3 общаги? \nНапишите пожалуйста в лс, есть вопросы по поводу авто"
12,114319,-58804998,1602594734,"Анон\n2 общ. Что случилось, откуда за последние дни столько живности? Скоро строем ходить будут. Не было же ничего. На всех этажах так?"
13,114311,-58804998,1602573110,Анонимно.\nКуда можно обратиться по поводу спортивного клуба? А именно настольный теннис интересует
14,114287,-58804998,1602513921,"Всем ку. Как работает соц карта москвича? Я так понял, что это типо как банковская карта, деньги в нее вложил и можно оплачивать метро и покупки. Но пополнить я ее не смог. Тогда как ей пользоваться? Типо как карта пятерочки? Перед оплатой ее показывать или как? Тогда как метро ей оплачивать и как пополнять? Объясните пожалуйста"
15,114274,-58804998,1602507208,"А чё по интернетушке, она собирается вообще нормально работать? Дистанционка вроде, что делать людям в общаге, если этот ублюдский провайдер может упасть в любой момент?"
16,114273,-58804998,1602507202,"Кто нибудь знает можно ли справки, о том что учишься в Станкине, электронно заказать? \nАнон"
17,114272,-58804998,1602507197,"У меня у одного интернетушка лёг?\nМонополисты в общаге, стоимость космическая , а качество просто ужасное .\nАнон"
18,114262,-58804998,1602479793,"Всем доброго дистанта. Не могу понять, как проходят занятия по немецкому на дистанте. 1 курс, если что. В ЭОСе информацию не нашел, из группы своей, как я понял, я один хожу на немецкий язык. На очных занятиях я не был ни разу и не спрашивайте почему) Общался с каким-то преподом по немецкому, и она мне сказала, что мне надо в углубленку, а не на продолжение. Че делать, товарищи?"
19,114257,-58804998,1602344510,"Челы, где можно узнать, где будет проходить дистанционные лекции? Если в зуме, то номер и пароль к конференции, если в дискорде, то адрес канала и тп. Это публикуется в ЭОСе или в другом месте? Если да, то где в ЭОСе находится эта информация"
20,114256,-58804998,1602344502,"Сегодня забыла флешку в 247 кабинете. Ребята кто найдет, напишите, пожалуйста. На ней важные файлы\nНа анон"
21,114239,-58804998,1602245291,Когда поднялся на кафедру Философии
22,114238,-58804998,1602245061,"Ребят, в четверг была утеряна флешка в 247 аудитории\nФлешка с лайтингом \nПо братски, если кто-то решил оставить ее себе, оставьте, только скиньте папку с фотками и лабу 😭😭😭"
23,114220,-58804998,1602155895,"Анон\nВопрос к парням, снимающим квартиру. Чтобы встать на учёт в военкомат требуют либо регистрацию, либо другой документ, подтверждающий проживание на территории Москвы. Попробовал принести договор найма квартиры, на что мне сказали, что его нужно заверить у нотариуса, хотя по идее договор найма не требует этой процедуры. Возможности встретиться с наймодателем и все оформить у меня нет, подскажите, как ещё убедить военкомат, что я живу в Москве? Справка с места учёбы тоже не помогла"
24,114215,-58804998,1602093444,Есть у кого то методичка для РГР по сопромату третий семестр (№388)?
25,114213,-58804998,1602073187,Сколько семестров длится иностранный язык на направлении 09.03.01?
26,114191,-58804998,1601995218,Как сдать Чурилина помогите\nАнон
27,114184,-58804998,1601992591,Можно ли носить ватманы в отстрелянном тубусе РПГ-26?\nАнон
28,114183,-58804998,1601992585,Есть ли у кого лабораторные работы по Чурилину «Технологическое оборудование машиностроительных производств»?\nАнон
29,114182,-58804998,1601992578,всем привет\nКто может дать погонять аккумуляторную дрель?\n3 общежитие или район Марьина роща
30,114167,-58804998,1601971989,"Коллеги! Слёзно молю вас выручить! Те, кто сдавали лабараторные работы Ефромееву (\""Исследование Операций\"") не могли бы вы поделиться мудростью? Как выглядела ваша правильно оформленная лаба? Как вообще Ефромеев принимает?\n\nНе анон"
31,114166,-58804998,1601971897,"Ребята, подсобите советом. Такая ситуация: я не местный, интернет есть только на телефоне. 30гб на месяц. Осталось 5 на 15 дней. Главный вопрос: а как мне учиться на дистанции? Уехать не вариант. Сегодня началось дистанционное обучение и с сегодняшнего дня у меня проплачено жилье на месяц. Как выкрутиться? У меня паника"
32,114148,-58804998,1601901429,"Анон\nВ станкине идут хоть какие-то разговоры о полном переходе на дистант? Закрылись уже очень многие, да и надоели замены преподавателей😅"
33,114147,-58804998,1601901421,"Ребятки первый курс. Направление АДБ. Немецкий язык с продолжением. Скиньте пж все, что вы записали и расскажите, что было на всех парах. Было ли что-то важное?"
34,114146,-58804998,1601901416,Как сдать Гололобовой? Анон
35,114127,-58804998,1601805171,"В Центре технологической поддержки образования \""МГТУ \""СТАНКИН» для первокурсников начинается курс практико-ориентированных занятий с педагогами Центра по направлениям: Мобильная Робототехника и Прототипирование. \nУ студентов будет возможность освоить учебные программы по данным направлениям, также они смогут работать над личными проектами, прокачивая свои компетенции по данным интенсивам.\nЗанятия в ЦТПО (Тихвинская ул. д. 39, стр. 25) будут проходить по следующим дням:\nПрототипирование четверг в 16:00\nРобототехника: четверг в 17:30"
36,114126,-58804998,1601805139,На экзамене по физике смотрят тетрадь с лекциями? С лабораторками? С семинарами?\nШарц лектор
37,114114,-58804998,1601755896,"А где, когда и как занимаются фото\/видеосьёмкой в вузе? Я вроде номер свой оставлял, а дальше тишина. Подскажите добрые люди чё делать."
38,114108,-58804998,1601741971,"Найден кошелёк, оставил на охране!!\nС тебя шоколадка! \nНе анон!"
39,114085,-58804998,1601726329,"Всем привет студенты Станкина\nОбращаюсь к людям, которые желают тренироваться в секции по мини футболу.\nПодходил к Зав. кафедрой по физкультуре, список видел, всех вас искать у меня не получается, поэтому напишите мне в личку, чтобы я добавил вас в беседу для предварительного сбора.\nСпасибо за внимание."
40,114084,-58804998,1601726324,"Пропуск находится на Савке (жёлтая ветка), у кассы\nОнон"
41,114083,-58804998,1601726308,"Че по дистанту у 1 курса? Кого закрыли, а кого нет?"
42,114082,-58804998,1601726304,Потеряны наушники
43,114061,-58804998,1601709364,"Восьмая общага, НЕУЖЕЛИ БЛЯТЬ ТАК СЛОЖНО НЕ ВЕСТИ СЕБЯ КАК СВИНЬИ?\n\nЭто только за последние 4 сука дня"
44,114060,-58804998,1601709357,"Всем привет!\nтребуются игроки( желательно сильные) для участия в турнирах Pro Challengers по Warface и просто совместной игры на РМ, мы играем на альфа"
45,114041,-58804998,1601650248,"всем привет)\nникто не находил ключи в раздевалке на физ-ре ?) потеряла 2 октября \nесли кто-то нашёл напишите, пожааалуйста, в личку )))🙏🏻"
46,114036,-58804998,1601646317,"Всем привет , ребят , есть футбольный вратарь ? Желающий постоять на это воскресенье , игра в районе метро цска , не анон, отпишите!"
47,114035,-58804998,1601646307,Когда сидишь на дистанционной паре Кузнецова.\nАнтон.
48,114034,-58804998,1601646289,А в третьей общаге есть боталки?
49,114025,-58804998,1601630619,Тем временем на 4 этаже во второй общаге...\nАнон
50,114016,-58804998,1601584434,"Можно изучать английский язык с нуля, как немецкий?"
51,114015,-58804998,1601584431,Где находятся боталки? (фрезер и главный корпус)
52,114003,-58804998,1601562423,"Всем доброго, подскажите, есть ли у Станкина парковки бесплатные?\nАноним"
53,114000,-58804998,1601549865,Золушка))\nНа охране в старом!\nПокажи на охране свою серьгу и получи пропажу!
54,113997,-58804998,1601544360,Где найти инфу про соц льготы?
55,113983,-58804998,1601464519,"Найдены аирподс про в кафе на 3 этаже, оставил у кассиршы, также рядом лежала маленькая фотография"
56,113982,-58804998,1601464514,"На собрании сказали, что на 8 этаже нового корпуса есть коворкинг зона. Если она все-таки есть, то в какой аудитории?"
57,113968,-58804998,1601405820,как зайти в модульный журнал?
58,113960,-58804998,1601396522,"В какие дни можно взять справку о том , что я учусь для военкомата? Не данон"
59,113959,-58804998,1601396511,Всем привет. Такой вопрос: Можно ли в Станкине сдать последний экзамен за семестр если есть долги по зачётам? Или в деканете это решить по ситуации?\nАнон
60,113955,-58804998,1601394954,"Знающие люди, подскажите пожалуйста, на что может притендовать студент-сирота Станкина помимо социальной стипендии?\nЕсть ли выплаты квартальных или иных льгот?"
61,113952,-58804998,1601389200,"Третья общага, у кого есть перфоратор и шуруповерт?"
62,113939,-58804998,1601322422,У нас в университете играют в профессиональную мафию? Может есть уже какой-то костяк? Или просто желающие играть частенько?\n\nанон
63,113927,-58804998,1601292194,Всем привет!!! Теперь расписание можно смотреть в мини-приложении Станкин.Модули!
64,113925,-58804998,1601290807,как проходит защита лаб у Веселко СГ?
65,113919,-58804998,1601284200,"Ребята 1 курс, которые учат немецкий язык НЕ с нуля, отзовитесь, не могут уже попасть на пары 3 неделю"
66,113913,-58804998,1601273405,"у нас во второй общаге на 3 этаже левое крыло клопы, посмотрите у себя, скорее всего и у вас есть.\nПредлагают потравить их все вместе"
67,113912,-58804998,1601273398,"Вопрос по оплате за общежитие, мб кто то знает\nЕсли я оплатил проживание за прошлый семестр, но по факту из-за коронавируса прожил там только 2 месяца из 6, будет ли какая то скидка или что-то вроде того?\nАнонимно"
68,113901,-58804998,1601239929,"Всем привет) Кто из девушек из 3 общаги хотел бы обменяться местами в 8 или у кого есть возможность ,отпишите в лс, подробнее расскажу о предложении \nНе анон"
69,113891,-58804998,1601202474,"Ребят, у кого из 2-й общаги есть насос для волейбольного меча?"
70,113878,-58804998,1601151465,"Всем привет. Вопрос, не связанный с вузом , наверное . Есть ли тут такие ребята , которые хотят заниматься или попробовать себя в спорте ,,Street workout,, ( если не знаете , погулглите что это ). Если да, отпишитесь , есть предложение"
71,113866,-58804998,1601138189,"Первокурсники, в каком кабинете проходят пары немецкого?"
72,113865,-58804998,1601138185,"Подскажите, пожалуйста, где и когда можно получить копию аттестата?"
73,113864,-58804998,1601138052,"Сможет ли Чурилин А. В. оформить перезачет за экзамен, если 34 у меня? \nАнон"
74,113839,-58804998,1601102294,"Ребят, я первый курс, а общагу не заселили. Мне просто любопытно, как она там вообще устроена, покидайте фоток комнат и все такое. Скок челов в одной комнате, какое состояние общаги в целом, что прям раздражает и тп"
75,113838,-58804998,1601102274,"Всем ку. Поликлиника при станкине есть такое явление? Если да, то где она находится, и как поставить себя на учёт туда. И дают ли там от короны справку за 0₽?"
76,113829,-58804998,1601062001,"Оставил на ферезе в кабинете на четвёртом этаже синюю куртку. На следующий день прихожу — нету. У охранников висит одна потерянная куртка, но не та. Не знаете, где ещё может быть? \nНеаноН"
77,113828,-58804998,1601061993,А где медпункт?
78,113823,-58804998,1601055437,"Всем салаааам.\nОтчислился в апреле этого года со второго курса магистратуры,планирую восстановиться в 2022м году на последний семестр и закончить.Но прикол в том,что я был на бюджете,могу ли я восстановиться на платное?"
