,Post_ID,Text,Target
510,114016,"Несправедливость, пздц."
511,114015,В вузе могут быть боталки???
512,114015,шо цэ боталки
513,114015,"чувак удали , а то декан по шапке настучит"
516,114003,"зачем ему ждать, второй раз вызовешь"
522,113982,"В коридоре, где мешки-кресла раскиданы👌"
530,113960,не надо учиться для военкомата) для себя учись
531,113960,"Вторник 11:00-13:00\nЧетверг 16:00-18:00\nВроде, так"
536,113960,"Поздравляю, Вы данон."
550,113927,Куда донаты кидать?
558,113913,"Коменде говоришь, что у тебя клопы и тебе будут периодически их травить вместе со всеми другими клоповниками одновременно"
569,113891,"ах, ловушка Джокера"
597,113829,Что-то уж больно много всего на фрезере теряют\/оставляют. Проклятое место?
615,113792,Как же первакам не хочется учиться...
616,113792,ахуели совсем перваши
622,113762,"эх, как жаль, что я в магистратуре ..."
623,113762,"Аня, я всегда жду, помню и люблю!!)"
632,113762,"А-а-а, понятно. Извините, невнимательно прочитал предыдущее сообщение"
646,113753,Ля ну и глина твою мать
653,113742,что плохого в халявных модулях?
671,113721,Ой бля
689,113650,"Все, дали"
699,113610,"хз, мне так говорили когда-то"
702,113596,Просто оба вуза с приставкой мгту👀
703,113596,"о, привет"
706,113596,вечное противостояние технарских вузов
708,113596,ПТУ им. Дауна вы имеете ввиду?
709,113596,"Потому шо бомонка - распиаренный пту, а настоящие русские работяги выходят из станка💪💪💪💪👊"
711,113596,"хех, меня пытались так забайтить на первом курсе)"
725,113583,одобряю осуждение
729,113569,"Стасу, +++"
731,113568,"Йоу собаки, я Наруто Узумаки"
734,113568,Ненавижу Орочимару и Кабуто
735,113568,"Знаю много дзюцу, ненавижу бутцы"
737,113568,"у меня фанаты, плюс я люблю Хинату"
744,113556,Только на французский и немецкий с нуля
746,113556,"Английского с нуля нет, с нуля только французский и немецкий"
749,113556,"роися скоро развалица, поэтому нужно срочно учить язык, без него в цивильном мире - ты глухонемой"
761,113521,Всем вузом ищем котика
763,113521,"слава богу, что его не видно😢"
764,113521,В том году фоткал
795,113448,Это смех.
800,113433,Пишите в лс
801,113406,"такой смешной ты, глупости не говори"
802,113406,"Святая наивность. Мечтай в одну руку, скачивай T-Flex в другую"
804,113406,Торренты наше всё
809,113406,"не только прекрасна, но и умна, и в курсе всех новостей ❤"
813,113385,"не гони на Фофана, норм препод!!!"
814,113385,а я не гоню. Просто тоже первак с прикладной информатики
815,113385,прости что быканул
822,113385,"Если совсем беда будет, найми репета себе. Я в таком же положении был примерно, на 1 курсе не особо соображал, за 600 рублей дедок все разжевал как дебилу и я довольный ушёл, хватило одного занятия. Если есть бабки то выкрутишься:)"
826,113385,"Насчёт матана: mathprofi.ru прекрасный ресурс, который тебе заменит всё методички и лекции на протяжении двух курсов.\nНачерт: самостоятельно изучай задачник и учебник Гордона, ну и просто в интернете поищи тематические ресурсы"
832,113385,"Поверь, математика-не самое страшное, что тебя ждёт :)"
840,113365,Я порву ваш мемный круг
841,113356,К Людмиле Леоновне подойди на кафедре ин. языка
843,113356,"Нужно подойти либо к Овсепьян Людмиле Леоновне, либо к Соловьёвой Наталье Евгеньевне"
844,113356,"Не надо, чувак :D"
845,113356,"С нуля ничего не учат, продолжают учить тот, который был в школе"
846,113356,у нас одногруппники с английского переходили на немецкий и французский с нуля
863,113316,Отпишись в комментариях. Админ анонимно пост залил.
877,113280,гений мысли
890,113246,я думаю чувак вскоре выложит)
900,113230,АХУЕТЬ я как увидел что карту надо вписывать сразу нахуй послал
908,113225,"Не знаете, почему эти люди не хотят после вуза отслужить?"
910,113218,"Как только перваков туда пустят, не?"
924,113190,Найс играешь
973,113056,"Ля, нахер вы человека путаете, можно конечно"
977,113042,А что эта справка дает?
991,113040,"Да пусть ходит, может удастся ещё на дистанционке посидеть))"
994,113024,ухади отсюда
995,113024,что за агрессия...
998,113021,"Как говорится, интернетушка не... сиди кайфуй."
999,113005,"Самозанятые?\nИП?\n\nУх, налоговой на вас нет!"
1000,113005,"самозанятый, за других хз"
1004,113005,Пацаны демпингуют)
1015,112969,в этом семестре тебе будут нужны
1026,112969,"а тонер в него закупать, чистить и обслуживать тоже будете?) тип это идея то хорошая, только его быстро убьют и все"
1028,112969,"снова утопия. Эх, коммунисты..."
1029,112969,"Мимо, я не коммунист"
1034,112961,Вкидом под губу
1036,112961,"лол, осуждаю, кстати, этот момент. Типо:\nРазработчики шайбы:*Делают отсек для вторяков*\nДауны:*Лепят вторяки на потолок*"
1042,112955,Жопу поднял - место потерял.
1047,112936,"Вы думали, вас не обыграют?\nНе уничтожат?"
1050,112924,це не я
1053,112924,"значит вк как обычно творит какую-то дитч , мне сейчас бан прилетел вообще просто так, при том что ничего не писал, и коммент затерли"
1071,112887,"Вот как поучусь на всех профилях, тогда и отвечу"
1082,112865,ответь в лс
1084,112857,Университет нуждается в этих героях!
1085,112857,Молимся всей группой на этого гения
1087,112828,"Я даже в вуз позвонил, сказали, что можно будет и попозже донести"
1089,112828,в обсуждениях поиск групп
1099,112827,"Ля, ну это просто шиза же("
1104,112825,"Нужна кровь девственницы, справка из мордора, а ещё взять орден на заселение в едином орочьем деканате, для этого студак не нужен."
1108,112803,повар спросил у повара
1114,112794,"Если тебе нужен холодос пиши в личку , я как раз думаю продавать)"
1130,112777,тройка я тама жыть буду
1143,112720,"Ответ на то, почему не стоит заселяться раньше. Надеюсь ответил на твой вопрос)"
1150,112711,"Люди, голосующие за \"
1155,112711,можно курить поставив фотку старого корпуса на мониторе.
1156,112711,гигант мысли
1175,112699,Лучше попросил бы карту Фрезера
1181,112676,Лол. В жопу этот замок затолкал бы. Совсем уже беды с башкой у людей
1184,112676,как же похорошела Москва при Сергее Семёновиче...
1188,112659,Ты при выезде должен был заявление на перерасчёт писать
1213,112604,вы не знаете на 15.03.06 какое дают общежитие?
1219,112580,Не почувствовал
1220,112580,"Лучше, чем у Лычкина Е.Н."
1224,112553,"https:\/\/stankin.ru\/news\/item_1249\nВ чем твоя проблема, чел?"
1228,112553,без поддержки вуза
1243,112521,Теперь тебе не в раздел \
1284,112414,"Позвоните в деканат, и попросите. Может согласятся пойти навстречу"
1292,112367,тогда смотри коммент с сервисом ниже
1293,112367,"ищем с подругой соседку, можем подселить)) (только девочку)"
1296,112367,на троих
1300,112365,Создавай беседу и ссылку в группу
1303,112365,"Щас бы сообщения удалять, как будто сам с собой разговариваю"
1312,112365,"вот, он наш герой 🎉🎉🎉🎉🎉"
1322,112365,есть общая беседа и там как мин 2 из твоего направления
1329,112361,"Уже выложили, смотрите"
1345,112298,"Все зависит от твоего желания, лол."
1346,112298,"Смотря какие цели, могу ответить на вопросы, если надо)"
1347,112298,СТАНКИН топ
1352,112295,СТАНКИН топ!
1361,112274,Ну пишите \nПообщаемся
1362,112274,Лично я споил нескольких одногруппников и не жалею
1363,112274,уважаю ✊🏻
1367,112274,"Господин Гончаров, Вас солнечный удар хватил?"
1386,112245,"Мне ответили,что не нужно заявление писать, только кнопку нажать согласие"
1391,112214,а с моими 214 на 15.05.01 тогда вообще молчу😢
1394,112214,давно ты стал в таких паблосах на комменты отвечать?)
1400,112214,"Бро, забей хуй, ряльно"
1406,112213,"Добавляйся, расскажу как было у перваков 8)"
1415,112207,"Если не писал заявление, то нет"
1416,112207,какое заявление?
1425,112192,знаешь про 15.05.01?
1433,112164,"есть брелок, пишите в лчику"
1462,112082,ты на вопрос не ответил
1482,112066,"Не лезь, оно тебя сожрет"
1501,112013,Звание \
1502,112013,"Гигант мысли, отец русской демократии!"
1512,112012,"Нахер тебе высшее образование, если ты текст со своего скриншота прочитать не можешь?"
1513,112012,"до 19го все начнут согласия заливать, ты умный?"
1514,112012,"Пройдёшь, не ссы"
1549,111962,"Слушай,  тебе в деканат"
1550,111962,"слушай, ему в приемную комиссию"
1558,111934,"Ну это вам не КСУ с их жесткачем. Там «великий» Егоров, вот там веселуха"
1567,111933,"Какая разница, если ты все равно уйдёшь в Академ? Забей хуй"
1578,111911,"о, я диссертацию по такой защитил"
1580,111911,"Да, шашки в консоли, пиши"
1581,111911,"На 2 курсе автоматизации такая курсовая. Шашки, морской бой, можно карты даже сделать."
1592,111884,1) Доска+утюг\n2) Маленький отпариватель
1624,111821,ну лохи получаеца
1642,111788,"ну лохи, все ясно"
1643,111788,от лоха слышу😎
1645,111788,"Рядом донер хаус, за 200р наешься на полдня"
1649,111777,"Уже писал ниже, про 09.03.03 (Прикладная информатика) могу рассказать 🙃"
1651,111777,Пиши :)
1654,111729,15.03.05 ez и ваще КТО 1❤️4ever
1667,111728,да... на физре за это на шахматную доску насаживают
1668,111728,"Обязательно деловой стиль. Пиджачок, рубашечка, туфли!"
1669,111728,а как же бахилы на лицо?
1681,111728,"да, запрещены, в вуз конечно пустят, но на глаза Деканата лучше не попадаться)))"
1683,111728,везунчик😸 меня чуть не выгнали
1717,111689,"По образованию - Оксфорд, даже лучше"
1723,111678,Можно вашу личку
1737,111640,Можно договориться и хоть ваще не появляться к первой паре
1752,111616,Все мужики отдыхаем
1761,111614,ну просто потому что лох
1764,111602,"Учился с 2003 по 2010 потом с 2017 по 2019, сейчас в аспирантуру иду."
1780,111586,тоже верно)
1781,111586,на вокзале)
1785,111552,"блин, так не смешно же"
1786,111552,тогда ждем \
1807,111530,Если заслужил
1808,111530,"Всем, задающим глупые вопросы о стипухе, не придёт.)"
1810,111530,Усердно ждём
1812,111523,Пиши в лс
1819,111508,Автор а 09.03.03 тебе чем не угодил😢
1820,111508,Пишите) 09.03.03
1826,111493,Пиши в лс
1828,111477,"Желаю, чтобы отсутствие или наличие стиралок в общаге не было главным критерием при выборе вуза 😁"
1832,111477,https:\/\/www.youtube.com\/watch?v=fcnzLfcBI5E я в белых шортах
1833,111477,"Платные Машинки были , и их убрали, за свои бабки нельзя... короче тазик и пошёл 👍🏼"
1842,111456,09.03.01 могу ответить на вопросы)
1843,111452,А там шо екзамен какой-то надо было сдавать? Это типа после технаря?
1849,111423,"на 01 иди, в этом вузе 03 меньше прогает, и преподаватели которые тебе дадут основы на 01 лучше"
1850,111423,"09.03.01 самый топ, программирования тебе точно хватит"
1861,111423,"сори, но если и советовать плюсы, то не Шилдта..."
1865,111423,давай в лс лучше))
1875,111404,"Пиши, постараюсь помочь."
1878,111396,"Если не Интернетушку, то забудь"
1880,111395,От моего друга из другого вуза.
1899,111341,Всё в порядке.\nЯ даже не подписывался.
1904,111327,Пизда тебе сынок
1916,111289,"Писать задолженность в деканате, про степуху забудь"
1920,111289,"Хе, Стрекалов. Жалко паренька)0))"
1935,111259,"Сидел, разбирал ручку и газету читал"
1937,111248,Кстати реально трупом воняет. Мож животное сдохло какое-то.
1946,111208,"хахаха, парнишка придерживается шуе ппш)"
1949,111208,"ну, надо и надо...\nЧё бубнить-то?"
1957,111198,"я ответил на поставленный вопрос. Теперь, смотря что ты пишешь я вижу другую ситуацию. \"
1965,111197,"к нам так и на первом курсе обращались, не обольщайтесь)"
1979,111160,"Я понятия не имею, кто такая Мария, но вдруг она ненавидит всех людей одинаково? Я бы ее понял."
1982,111160,русский язык от страха выучили)
1991,111144,"да нормально я принимаю, че ты гонишь"
1995,111141,"https:\/\/vk.com\/kursovye38 ,напиши сюда. там не дорого и понятно"
2014,111089,"Адекватно. Знаешь материал - поставит, не знаешь - пойдёшь учить"
2022,111050,в маге солид был.
2055,110988,"Ходят слухи, что если написать ему в ЭОСе, то дня через 2-3 ответит."
2057,110965,"Тебе повезло, что ты не учишься тут в такое время😹"
2059,110965,"ВУЗ как ВУЗ, со своими косяками и прелестями 🤷‍♂️"
2072,110927,земля пухом
2084,110895,"Менты не приедут, если что."
2091,110892,Вышку сожгли?
2105,110880,"Если пишешь заявление на каникулы, то платят"
2112,110828,Он как то позвонил нашей старосте по вотсапу и спросил все ли его слышат...
2115,110828,Между нет и да – выбор только да!
2117,110827,"бьют-беги, дают-бери"
2121,110810,Наелся и спит
2122,110810,"так и знал, что как только открою комменты, увижу этот мем"
2130,110810,проверка на нуль
2133,110802,"в вузе не был в апреле? не был, вот и стипендии не будет"
2135,110802,Наелась и спит
2137,110795,"Доживем, но без легких)"
2138,110795,Надеюсь никогда
2174,110677,"Если ты насчёт шумоизоляции, то меня заебали просьбами ебаться тише. Я не могу тише, моя баба орёт, как стадо павианов!!!"
2183,110653,"У меня есть, пиши"
2184,110626,наелся и спит.
2191,110588,"А че, так можно было чтоли?"
2207,110543,"никак вроде, тебе на твой нормальный ящик перенаправлять будет входящие"
2208,110537,Тупо не ходить
2216,110509,Хатико ждал и мы подождём
2221,110509,Давайте лучше пивка попьем
2229,110496,всё верно.
2241,110444,"вы не можете быть уверены что вы это говорите больным людям, но вы это все ещё говорите. Проблема вашего сообщения в том, что оно адресовано для обеих сторон. Каждый нормальный человек 10 раз подумает перед тем как принять решение. Это не ваше дело, решать за них, вы банально не вправе это делать. И когда какой нибудь первак, асболютно здоровый, прочитал ваше сообщение и, так сказать, \"
2249,110444,"По твоей странной логике, если я буду оставаться в общаге, то я подвергну риску сотню человек. Так что подумайте над аргументами, прежде чем писать в подслушано свои \"
2253,110425,Эта настоящий студент
2257,110402,"Ничего не будет, живи))"
2260,110402,мнение пепла не учитывается🤷‍♂️
2263,110357,Да вы все ебу дали
2266,110357,Неправильно написали имя нашего ректора. Катаева Елена Георгиевна.
2269,110355,Староста сообщит
2273,110337,самый умный?
2286,110303,Вы там че перваши совсем зажрались
2295,110262,у нас в общаге только так и травили. Они живут в плинтусах и обоях
2297,110262,а куда ты съедешь-то?
2303,110262,"полы отмыть хоть можно, а вся эта усато-хитиновая братия ужасно портит жизнь"
2313,110262,"Покупали дихлофос, перед парами обрабатывали матрац, плинтуса, одежду не трогали. Сообщали соседям, они тоже самое делали. После пар проветривали помещение и не было никаких клопов. Это самый бюджетный вариант)).\nА так коменде сообщаешь и они тебе скажут твои действия."
2324,110220,"не знаю, как сейчас, но в период 2014-2017 годов на этого злобного маленького гнома Валю вообще ничто не влияло :D"
2327,110220,шаришь. 😏
2329,110220,"Да они такой ширпотреб загоняют студентам что аж стыдно, ещё и просят что-то \"
2338,110207,Пиши ему\nhttps:\/\/vk.com\/id186320851
2344,110186,Я бы выпилился
2345,110186,Ребят ваша студентка потеряла карту\nНапишите в личку \nКак можно ее найти
2359,110118,"Ууу, страшная штука, лучше не ходи туда..."
2363,110114,В помойку у МИИТа выбрось
2367,110089,"подоконник всё там же, не переживай."
2370,110089,Товарищ нашедший
2374,110088,а че он там делает? че преподает.
2392,110012,Твой шарфик ждет тебя в гардеробе
2397,109985,Опа опа
2398,109974,"Ой-ой-ой-ой. Это больно, даже очень"
2414,109894,Хозяин ушёл в труселях
2418,109878,По теореме))
2420,109877,До сегодня
2434,109846,Можно Петухов инструменты (курс для магистров)
2436,109834,Ставит по среднему \nЕсли тетрадка не подписана - тройбан твой
2441,109822,Какая же жиза))))
2452,109787,бля извини
2454,109787,"охохо, чувак, тут деканат смотрит за матом, есть шанс получить приглашение на выговор"
2456,109787,инвайт в деканат за мат в подслушке 😂😂😂😂😏
2460,109787,Типа попросить не ТРЫНДЕТЬ уже не канает?
2461,109787,"Ахахаха, Маню порвало)\nНе плачь только😙\nА чего анон-то ?)"
2464,109787,"Тут сыглы. Жаль только, что ни на кого не повлияет."
2466,109781,Боже мне стыдно за тебя
2471,109762,Вам пизда
2474,109725,Святой человек
2475,109725,Куда донаты кидать?
2477,109725,"Осторожно, это герой"
2478,109716,"На деда мороза надейся, а сам не плошай😜"
2490,109684,Ржу не могу
2491,109683,-Ты видел платников?\n-Нет\n-А они есть...
2494,109672,"Нашел студак, найдите чувака)"
2506,109633,https:\/\/www.faceit.com\/ru\/championship\/8e286314-f3b3-4eae-b97c-70ee33587e6e\/STANKIN%20ZAVOD%20CHALLENGE\n\nВот тру ссылка на регистрацию лол
2518,109616,Беги ...
2520,109615,Не анон
2533,109590,Ливай. Оно тебе не надо...
2538,109575,Волкова Галина Львовна
2540,109575,а что за модули? думаю к вам в вуз идти но про такое по физре впервые слышу
2547,109552,забил хуй на это все
2548,109552,"То ли тупой троллинг, то ли чел не понимает, что ему вообще-то говоря одолжение ещё сделали"
2549,109552,"столько комментариев набрал, почему тупой"
2581,109422,"История - изи, если слушал её и есть своё мнение. А если боишься - лучше просто билет ответь и будет тебе 45)"
2600,109360,"может,челик не знает имя преподователя,а спрашивает про преподователя социологии,я же помочь хочу"
2602,109360,"аха, ну ты даун"
2606,109339,та че от неё толку
2608,109339,"Извините, а женщин разве спрашивали?"
2609,109339,Извините. Бес попутал.
2620,109332,"Тебе не первак нужен, ибо он ничего не знает, мал ещё..."
2622,109332,я всем нужен)
2626,109332,где наш родной t-flex 😭где ?
2629,109332,"ахахахаха, тихо только, а то Роскосмос прознаёт еще"
2630,109332,"да не, там все свои , поймут"
2632,109332,"Пиши, отвечу, 09.03.03"
2635,109332,"Я первак 09.03.03, пиши"
2649,109301,"Да, если не было пересдач"
2656,109270,"а разве не: Путин, Путин, Медведев, Путин, Путин? Я со счёту сбился, если честно..."
2659,109270,я уже жду новость на нашем сайте с поздравлениями 🎉🥂🎊
2663,109269,"я не являюсь студентом данного вуза,хотел готовиться по данной книге в магистратуру."
2664,109262,"ахахахах, жиза"
2665,109262,"Жизненно, не забудьте беседы о Менделееве"
2673,109254,"У славян гулянья 14 сентября, бублик ты."
2681,109233,"Интересно, хоть один таракан пострадал после травли ?"
2692,109213,Мировой мужик
2694,109213,оговорка по Фрейду?
2716,109162,Пересдача ))
2719,109158,Веселко классный мужик
2720,109158,Ох уж эти ваши \
2725,109131,"Ваще изи, можно сказать автомат"
2730,109110,Че за лох
2737,109081,Не смогли смириться с поражением ? \nИ куда вас это привело ? \nСнова ко мне.
2759,109024,А чё убрали стиралки?!
2764,109009,Надо прийти в деканат и подтвердить оценку(ответить)
2768,108998,"Академ,требуют наши сердцааа,академ,мы ждём академ"
2794,108910,Истинному Богу. Богу Иегове молись....
2796,108907,Пересдача с допуском = слёт со стипухи
2802,108881,"выучить физику нереально, ее понимать надо"
2823,108819,Подойди к нему с чертежами на проверку и назови отверстие дыркой. Он это любит.
2834,108790,"Без пера и ПУХА !!!😂😂😂\nДевочки, это - полный хахатач.\nАхахаха, ухахатабл🔥🔥🔥"
2836,108782,Ну и дебилы
2842,108769,иди на кафедру и спрашивай че делать
2843,108769,Смотря кто из преподов ведёт у тебя ее ?
2844,108756,Ждём в понедельник
2845,108751,"Надеюсь, что она преподает русский язык и ты её найдёшь."
2867,108697,Вместе с декабрьской стипухой
2871,108678,"Академ это как клиническая смерть. Ты пропадаешь на некоторое время, когда возвращаешься, люди думают, что ты знаешь что-то особенное.\nUPD: Или что ты дебил."
2873,108678,ты какой-то скучный:(
2874,108678,а ты весёлый ('\/')
2878,108667,модуль по русскому языку
2890,108638,"Вы что угараете, там то мужик, то баба сидят 24\/7 до посинения, ждут вас , когда вы свои полисы заберете , там же, где и оформляли. Сидят, как хатико , к ним никто не подходит"
2895,108619,Может не нужна уже хозяину?
2896,108616,В л.с
2897,108608,Зачем челу с наушниками какая-то шоколадка?
2901,108591,"ток надо менять русские буквы на английские, чтобы антиплагиат не палил"
2905,108591,есть не только английские буквы ахахахаха
2913,108576,"Блин, Серёг, ты свою шапку потерял ?((("
2921,108547,"Если такое можно было бы провернуть, Этим пользовался каждый. Никакая справка не даёт права закрывать модуль за просто так. Мб если ты какой-то гений и тебе учёба в вузе для галочки. Справка о сломанной ноге предоставит тебе место в академе скорее"
2927,108529,Кто такой этот ваш станкин?
2929,108507,"Если не сможешь отличить эвтектику от эвтектоида, то земля тебе мартенситом."
2930,108506,"Автор постарался для продвижения поста в ленте, красавчик"
2934,108505,"Ну, превилигированный вазилин тебе дадут."
2942,108482,"он на тебя наорет, будешь чувствовать себя говном, но он 45 поставит\n\nу меня так было"
2947,108471,"Если кто-то хочет, звоните или пишите сюда +79777821602"
2951,108453,"Вторник, четверг в 12 у него в рсп"
2955,108436,"Предполагаешь, что с тобой живет шпион из Бомонки?)"
2956,108436,"Ну конечно, почему бы и нет? Места завались, пусть живут все и бездомных даже пристроить можно"
2966,108402,"Я, но если ты ведешь к вопросу, где его найти? Я сам не понимаю"
2968,108402,Я иду
2969,108402,"что он сказал,где во вторник встречаемся?"
2970,108402,он уже подписал тебе заявление на досрок?
2978,108377,Не понимаю о чем вы вообще тут пишите. Я вижу просто синие снежинки..
2983,108377,"шо то, шо это"
2989,108364,Как фамилия
2997,108342,"Наверняка нашлись шутники, которые прыгнули в комменты, чтоб написать \"
3008,108322,Ох уж эти пекусы))
3010,108304,"Бтв, чтобы не было рофлов\nПост не я писал, поэтому анон:D"
3013,108303,лол) это какой-то дауншифтинг выходит
3019,108299,"У меня тоже не пришла, вот и нашелся вор. Атдай!"
3022,108278,"Вакуумные старые EarPods?? Ля, це как?"
3030,108267,"Оо,в лс могу рассказать кое что)"
3038,108246,"Свалить не получится, каждый пропущенный день надо будет отрабатывать"
3050,108190,тебе только и задавать вопросы после сдачи 🤣🤣🤣
3052,108171,Только дед-инсайды
3056,108170,Ничего то то не понимаешь в традициях и иновациях)))
3058,108170,я в тебе не сомневался солнце)))))
3060,108170,"так и я говорю, Карловой)))))"
3082,108133,Ебать вас в стакане душат🥴
3094,108100,Пахнет смехом глупой макаки 🤤
3097,108100,"что ты доебался, пиздуй учиться уже"
3100,108100,Кто-то? Какая должность?
3103,108075,"Вадим Борисович обещал, что скоро ;с"
3114,108023,тебе можно
3130,108009,Еще надо будет ремонт на фрезере делать\nТакие правила сори мужик
3133,108009,"Если хвостов больше нет, то да, можешь уезжать"
3163,107942,ну или болт на учёбу
3167,107915,лол ты чё серьезно
3168,107915,"аналогичный вопрос  возник, после прочтения твоего комментария"
3188,107906,"Я не шарю, погугли про досрочную сдачу. Или в деканате погугли."
3199,107882,"Если Аниме без наушников смотрит, то как миленького попрут"
3200,107882,А можно просто пообщаться и сказать все претензии в лицо - не выносить сор из избы
3213,107837,ну и езжай в свои Европы
3216,107837,в станке же одни русские учатся 😎
3219,107824,"да ладно тебе. Филитов хороший мужик. Не спрашивает больше, чем дает на парах."
3220,107824,я и не говорил что он плохой мужик
3229,107802,"Хаха ща все полезут проверять и сайт рухнет, скриньте"
3231,107802,Все согласны?
3234,107802,"Краткий курс по тому, как поднять посещаемость сайта"
3242,107779,"В понедельник (мб вторник) будут травить чуваков с хвостами (крыс, тараканов и т.д.) на 1 и 2 этаже"
3257,107726,"Русский, пересдача"
3259,107726,повторить бы
3262,107719,"слышал, что есть капуэйра"
3267,107719,видел сумоистов
3270,107719,А кто отвечает за шахматы ?
3274,107713,"Тюрина — лапочка, ставит справедливо."
3276,107713,"Чет удалился коммент \n\nПовторюсь , Тюрина дизморалила весь семестр )"
3286,107693,социалка когда придет?
